<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: bossbase_split_manifest_v4.csv>
index,image,split,rank_hash
253,254.pgm,holdout,84f56b0e74c445b21b72ce9523b21c2e7d4229a178eea37366fa944f0262de84
254,255.pgm,holdout,90c04e4f68fc35d8847dae216dc6c778da0c905e6bfb451f225489f0cdfc138a
255,256.pgm,calibration,71323a90d5c36a840aa5c902dbf9fbd879fbc34315f26e20ded2d8625c166bb6
256,257.pgm,calibration,779cf7450dc05cfa9bc903f41f0f6a81216c18b73f428a698fbadf1cc941c357
257,258.pgm,holdout,de80c02186aa3d1245fb3e1c62a3c6a9fedab28b57dfddb7d888be394f1b1869
258,259.pgm,fit,2a480e90cc5aab8fbacf410eb5f33680cec1739b309649333923b7a36fa8d140
259,260.pgm,calibration,6c4a51b95d70fa479eb0f419027e8325efa1c22aa49f5a3035b2227be4cf6f30
260,261.pgm,holdout,834f93b967865f9341d218f0dbc1fcecd78f6b1ec87c0a30b466f1b2a824b6f7
261,262.pgm,holdout,e441afb74f5883742b3abfbae29bfa217dbc152803e74a384a0cefbc74475e53
262,263.pgm,holdout,cbc146bcbb67e08bbbcc470325b39bac81edc3224e7dc1852021e31de832a70a
263,264.pgm,fit,05d3f14d9bf05dc6004671426e4aaf00248c5aaab468b5a4c9f86b34b59871ec
264,265.pgm,holdout,c07109f8f1e75712a28076b8545d99d44ef9e53f9d8ddf630b29717b2350e29a
265,266.pgm,holdout,873bed9c17f8053b79281a29551a8363c75bd7753c75c6b6d2ca9b56980d06ae
266,267.pgm,fit,3188bdd58785422e57c202b350b368838793d3ca6ba5baf3dfba266050875463
267,268.pgm,holdout,9df34900b049b2cb614ca37a19c25018c71323d78621fcdd2a979de55ef6100b
268,269.pgm,holdout,e801c7423bd5b98f6112635913f0745ce126249211fcb14f66abfa01a51cd9ec
269,270.pgm,holdout,d7786e6a318edf9d25192938ab0571584f6ebec255b1acbfb695393b206ad19b
270,271.pgm,calibration,64f303c491c2dcd785061c0b1db736b2ebeb98ba01e11a49b0f99b5cefdc8807
271,272.pgm,holdout,d37c72e3b9a936998848d8c644d5518de95a17cc3bc00110b00ca1f2b2b1168d
272,273.pgm,fit,50848d240522fec3e373f4a27c54002caec823ebdd2b4673ba2ceaed41db1194
273,274.pgm,fit,47e68f137355d2f02623dc1098d21335e15353ee8bda253f82a4a57985ae6369
274,275.pgm,holdout,fc43e3515fe93fda8fde2c0c9e64774f411a6642d7d6f22e2c3441009531ff1f
275,276.pgm,fit,53ffa0b870760af10803d4abe95f8a597ea23671001cd862f1832f078d72187d
276,277.pgm,holdout,949314c0f4f94ca0a8714e74706f33dabc95c14e7ccae42e8c9b87ac38bb4783
277,278.pgm,holdout,f463f86c7f50bf0a62afab586df6cda23be6296de6a45e1375295aee1d501b1a
278,279.pgm,fit,17dcdef5f24304f110e592850442f0cb9bf90fb8882480479f8823079bc39056
279,280.pgm,holdout,ed9e234cea9fd8177709072769637047e69af20b3f84529690b7f09c8ce0670e
280,281.pgm,holdout,be7368bcb79ea15e8cfe4704677db4593116af6121a16e641fd51be4d476de76
281,282.pgm,fit,2d2ee097a59d41538d7cca14b0f2373310a546c3ff367326f5c0f898070c1e43
282,283.pgm,holdout,b6db1b2dd5655c1458e468288e8bd7cd636c35fec649d63219290b5c64f216a8
283,284.pgm,fit,56a99785e3d88e6bd818d133603cbef9a7d9b290513e0f82d820e7cb8777c43b
284,285.pgm,fit,4417d8d1bb7275aeed2e8117b1dcb9f7fc5e1b9d2a46a7efd7580e73e2eae1c3
285,286.pgm,holdout,fb15f075e23b1b8c3b7d81626f909a82f281f324b7aaf57133cc3458ee47f8fc
286,287.pgm,fit,3e26742f6d54331658d7cbdf4d6798d6d01f08b8dc0951e343be6a5304d20c22
287,288.pgm,fit,2f895f2f90952a7ec857ddbc9e75ec0d13b24d45142984a4c85dee9d2ad6d4fc
288,289.pgm,holdout,f26116da5ada64cdc40163afabdca82179478688db064ed481e5dae14aa6e896
289,290.pgm,calibration,65850ba019bf948c8e38ad3ba1e8cd25705fcef9f69d66cf5b7e72f4e52fd85f
290,291.pgm,fit,3ea882d8478b5b6d1a10b734ba3c99020d835de7e3b1a0628b09370f3ab8ab63
291,292.pgm,holdout,e0f0ef4e99017ba8efbe07978895e50a961da4523bd8532f63922f991b0d8122
292,293.pgm,holdout,b2375b3e0593e14df559a363662000d2cee7bdadd4683497ba3e31a88f40da97
293,294.pgm,holdout,f72631028c9d9fd021ebf1a5dac0841c395f3c8897234af5aa5518ec093d897c
294,295.pgm,fit,0722580f23d9105c52f02e911cb40a5f4555b8226d25d76c985ae307ed487d6a
295,296.pgm,holdout,983b2272404de477305468b9d8857fa72b045ecc6d63ca5996994b9e6814dcfe
296,297.pgm,fit,0af196b99fb5a16037b2237c7b97f43085f775e40a368d797648f89d1df34ea0
297,298.pgm,calibration,7bc9e482b533669a19ef3fb7e76a6eb0c7f07e174a33ee1c9600bc30618baa0e
298,299.pgm,fit,35ff5a1221c2e42d3790a9c02302cb4ed268b00186fff197fc19c01fd1eb1002
299,300.pgm,holdout,b87ba209d22a20705d09dfbdad3984ccd6d9ae0e5e3627eab402a9f8ad751105
300,301.pgm,holdout,b77654a8bede1b49ea2b00a03e306ae9ed9c20f5896a1b8026918cbcd19e56bb
301,302.pgm,holdout,f41ecf44a1a4f4e8a3be0bd15e5be85791694f9c1f2cfd03c011f3755c6b6806
302,303.pgm,calibration,6369e5d53c275c0b53c02fb92f9884748ecf527cbfab2bddc9f232d8d04712f1
303,304.pgm,calibration,620a5f1c8af3de6c58732b82e9c8d3754ee2e4f2a5ab284afffa8ea3607044f6
304,305.pgm,holdout,a5df89ddb5437b1b9231f68e8353bce65e096d6c7da6c500b90861ca3cfcb124
305,306.pgm,fit,348b804bd71f557a38c43d850a6c8c7829670c3a7cc9f2370398667d8fb1f5e2
306,307.pgm,fit,04ecdd83be844384ab366af5f21c0cb2bacd799974c9528c110967edb3178ef7
307,308.pgm,holdout,9f273c5bd6c3dbb4da4c7250f15ab2b28b54011539f0d3295135d338e31cd3bb
308,309.pgm,holdout,b9367ea25afc2ba544cf9c6ea3b3b338f9b8b30fbaf9b3d8d3e8fa380bc2224e
309,310.pgm,holdout,bdb8359cf640601fae81ba6e02281dc738f98ef76034e9d9f244b968fcf4aa2c
310,311.pgm,calibration,70f8266e737b1444f25c0ba0cf8f8cbfa6275599690506ddae586601ddee47af
311,312.pgm,fit,0fb6f08697816ba99b139ca77a02b285176c1ccbf91a59bab857f47624166e4b
312,313.pgm,calibration,5d78f57dba5e475193535344e3237f13832a1f220165015772b9fdcf3436647b
313,314.pgm,holdout,8482970637add7f7fe12a2eccf0141de4431922bbfd62655c68ce3c6129e6857
314,315.pgm,fit,28d79502938b4c9b6f6a4e1374c914bf68677a2bd461e027735b494618878342
315,316.pgm,calibration,7a3d8d41f6e1670c4b5cea83853c6fc14b40e8da7623cd9f7cd83781d38d14a1
316,317.pgm,fit,4926e89bf24ecd212cc2139c0bde01dc8c0cf7787538f99dbbc0d1c8880a99db
317,318.pgm,holdout,d0758500a421f27b3fd340e2dc147daee90ef19e5bfb07e26898da00bcc0aece
318,319.pgm,fit,3790f13595d78c9e8350617af4a00599927792523e54f32097bf0edbb87a016c
319,320.pgm,holdout,dea192b1f8aaf2da195674c8dc8271b504f61b4c2c097a27dab463f7625a3610
320,321.pgm,holdout,f196945a73062c2533fda5c767df6751dacfa5f769e31e8e02004f222c97e387
321,322.pgm,holdout,ca132bd55361b934bf54a6557df212f71b9541da5066e0f4e42880154d1d9840
322,323.pgm,holdout,8512b0cf8251df7e7b1ca0c3f7c17662b9503897ee57a54697e46e0b7734beed
323,324.pgm,holdout,b2064c5b96572cee8901f4ead3bd15aaea8b117152d186333311b3e13d9fe95f
324,325.pgm,holdout,f051b0c2dfbab0e82265f93bfe7abe86ac8eef24a39024949bf307db6baa5f07
325,326.pgm,holdout,ff9f371e6eed6c02b195d5e79840366a329849de677e4e4603cabfd627fff8ef
326,327.pgm,calibration,62deb45dbee095371ecf6ebe68827641de49901f82e92e0df6ab732c00817236
327,328.pgm,holdout,eb065e18080be24025a7e2c006c31101755f6df87e10567b9bdf2351e08cde42
328,329.pgm,holdout,d6deeafb6e3cd0eefd71d2d917e7fae5915ebec80a1b0803e126cac235d855cb
329,330.pgm,holdout,932e26cb3bd5aca1ebc5e5f5f78cd81f25417fc56407ab0897ae37ab2b66aff7
330,331.pgm,fit,40088490b3080dfd2f8d46ebb6a03f8dd22442a9a51fb571369f2f38db43e412
331,332.pgm,holdout,9ddc0c2c56d0b8ade32e425196592abd7772787b6400013d911d1816cf2e087c
332,333.pgm,fit,4a7bc4af918716b9703f379f3ea9ecaba6fa45595f8e87dec4b63b6eb8ebb980
333,334.pgm,holdout,a0210fd2db5034ffe1d919ce7634029e5e9f783c3f311a39dc462ee69bd5fe30
334,335.pgm,holdout,cae967f8be545b5b63d3d156c854c292a835d264b7d5da51f888593f72e98780
335,336.pgm,fit,4ee51561689ca81902c89426d81836bbb07954eb33f06d372b0d09d0accb5b64
336,337.pgm,holdout,cb84b0d88b9da6a9ce3f19a7f63cb749295793e831311b006310bd1fd3848ed8
337,338.pgm,holdout,ec1604232a08989d9d916ec4e5aabf1f811603aa201e40dc8f89d34f093651de
338,339.pgm,calibration,5d6a66f5484ecbd8d577b47f0cc643d14e6226ef4993b12c29034dfaca7fe3b1
339,340.pgm,holdout,e4a099016d6fa68864e42f94b3c726e3818ebc04b440a4d72b540ee541d2f090
340,341.pgm,holdout,b388a5921535651a999ebfbc3c68d0197300f38724a0393da42afce5223a1c81
341,342.pgm,holdout,9ac8f01f9671462ebaad57dcf807e87a290ef2dc00505bba3c8172ed2df17425
342,343.pgm,fit,34fecce53470acd66f1ce7f68d46bef56a66a12e58d800812b2150cc5cc0fb3e
343,344.pgm,holdout,bb678084b7fbbcaf58e98f843173e058c60f59fba4edb5e1ff274f7bc6fc946a
344,345.pgm,calibration,5f66f502599e06a807fa4b5c831b931f4b6fe4ebca6be1a878e42dbdcd82542a
345,346.pgm,holdout,d444b86bcbf29d5193435799ce762526d5f9012e3750f573c8067ab616439ef0
346,347.pgm,fit,44a7f9e3af1dd9dedb941d4229204fdfd959f081ce1787f8e9d4f04734e6925a
347,348.pgm,fit,2bc3b248d47c2c93c1d9d58ae51865a6442d7dc15113524a4d27fa8e5d524148
348,349.pgm,calibration,5b13b905f3f4dac8a179e59f6baa96a1cf6f330d60f0c76a0601cce0dff8c02f
349,350.pgm,holdout,f51f8c7b5a9bf8614d8d95ab04e07a42a4d2b2173104191d9fe73d9e64303760
350,351.pgm,fit,599359dfd68ac2d9357eb1c7a5b402557c969bf169712a61c7bc7a31a438ab14
351,352.pgm,calibration,5a9c6b46d5698852bd49289d6ef60db72bba3cb2c1b83903e03c7701690bc5c7
352,353.pgm,holdout,cb5dbdea36a668d9bb8f1ddd5a4a3c0bd5cbeb314da3259836742c87a4c498d9
353,354.pgm,fit,0b4013bde93e8471bd21c18975384e1600646105e7edaa496da582a473e4e831
354,355.pgm,fit,4955447ef512fe802fa7efc346d8bf80a1bd1d8a5268a43fce5f1ee13fbd3d93
355,356.pgm,calibration,5b022a5ce72528d45c2a5809fcab13a3eedd83187152f9068282fa615b3dda76
356,357.pgm,fit,3f37d14d39678bfdf722188941c3f04540853abacef0ba50a5690b58408e9ae4
357,358.pgm,holdout,ee50e8f147ad514083fcb4298ef3538d1af5fde0beb16a64e13039e3c28313b7
358,359.pgm,calibration,6636b54312a9adb41ff09a56186dd13a26c737fc4b00d293a736dca83140d355
359,360.pgm,holdout,ef22a269d0590195435142274c96b8c56ca91c67fd4aa84c4a8bb76b7e747243
360,361.pgm,holdout,be94551ffc9488aa83f1ef2f278ab87e7a6111f97251685ba26ef85c01b9daef
361,362.pgm,holdout,e3a3482817938bbe07aea2be3cc69b0c36efc84a38bd561decef443bf20ddfdc
362,363.pgm,fit,529aa129501767e062bf7860752980ba33b7120d83ef3efb2ab2a36cf6888412
363,364.pgm,fit,24a8171948476f7367e4cd65edb9bc0b0d996e9741ab4030c61f732337ddac5e
364,365.pgm,fit,3e30c51c20376fc0571200d11be694f22c384939cdbdbb195d1ae914457e8504
365,366.pgm,holdout,c3b7bda2836ede2cafded9305da0cfa1bc02203861162603aa1f1c8909dd746c
366,367.pgm,calibration,5f4df0e92a781615aad1fc0a6d0e7d2cad51f5bb036dbe4dce22f05aea0d554d
367,368.pgm,holdout,c322c592d75a5350ab27f7a94a13826979d927a878259116cd1a5f9516e8c85e
368,369.pgm,holdout,c2568fe196815834d739821ad42621ac409953d4df788562025616ddb2df22f7
369,370.pgm,holdout,927de8f907beab040c6cd0f53a3d56cf23078225c03e942455b2bcd97cda9989
370,371.pgm,holdout,c8491b093b2f2f9aea73460cca576e3c55f24eafbf28cb807674fea47f455d98
371,372.pgm,holdout,da301e689364bedc499ecc6065f800c66021bcf9a7e519d25f4d74068114fbe2
372,373.pgm,holdout,eda06c1ed23bc65663f6ebdc9133444d03c8a74d854fd6e571c5414430d18d1f
373,374.pgm,calibration,7d1164b0767ca63766b47d18abf6f3b111539208856bdff954d4d9db76517019
374,375.pgm,holdout,ec4aa415e4dccf0bd7daa62df916a8ffa1d7cbc30c26092ded3d2ceddaf11a38
375,376.pgm,holdout,e1d6ac8d7f09fb3982e2ca9609cd3a4508c26e397bb924b70af6d898a5446daa
376,377.pgm,fit,4bbcfd581ef71e823a6049b217d17be5e3f25a576acaf7996b98abdd0057bd61
377,378.pgm,holdout,bc5add2989d6ed0de728bbd312f2f60b1fe49b357d8aa7c50c7453677ad66a07
378,379.pgm,holdout,94119dc0a535ab879d6e6fc4bdcbf5ff9f91aac2a7bb7792a1a359762bac0d07
379,380.pgm,holdout,9f4871229ea76e6c19287ba410a5f171da41ffacbdc790c73038b3ea35011cb4
380,381.pgm,fit,3f3340a16917c30e818ac0a1e976ebed4aa441994623c44c353aaa11317f0ac0
381,382.pgm,holdout,af149fdad23fcb8e0c046acbb65ae466baff2bd50b47587d98579ba0e6b21e6b
382,383.pgm,holdout,d9af83833fb0daf6b77d5319ed965c034fef1194c06f0d8f86c5294b80c6cd5c
383,384.pgm,holdout,ad6693802329ca37c071f092924bd6cd8fcd476f5d711b18b3de6ede01917e0f
384,385.pgm,calibration,6895aefd2bc1a72e1b9a05e5007f22e37432d7e9275ac606bab0809ee4e32bd5
385,386.pgm,holdout,89aa0d447f1e09865febaa1a5be844952afef4d34c7e5f5c790bf9c8c4a519e7
386,387.pgm,calibration,5c57643e1b7013618a7521d984685fab989f695dd6a7cf041c536ec8d986b2ce
387,388.pgm,fit,526d6afdb4c7f473cf8312744cb3103f42ceec1552376ac34233c0faa73685d9
388,389.pgm,fit,375d5bdce284d99087b652cbd313c0e3d3f6fd0733d44d810998a8ff4b97dea1
389,390.pgm,holdout,fbda2ea879f5419d9c31c2c4556822d4c70a5d466e6b05fa85b1add7750f59b7
390,391.pgm,holdout,d84830e9e307ffd83240a24aad12458091ab344309c685fab4c184aa2ef8236b
391,392.pgm,calibration,6e1fde3bcae2db91155f24aed988a60b46741cc77f3abde25079fa851ffcb055
392,393.pgm,holdout,bade4af08341b38c046ee4db18d15b57e44ab368e945ff90092dd66d8a465d41
393,394.pgm,holdout,b80956a40cffd1d947b5ad4095a345c2eba65aaa39173c22ff813d83b63e3fbf
394,395.pgm,holdout,ffaad58d596d40c9f83ed1c0f0ea60ef675959b6354cf7413063e5af3be7fc09
395,396.pgm,calibration,5a14c127cb738336c03e993b6e077ba2d15cba6fc18148dd822cb44e263ed5bf
396,397.pgm,fit,59016ea8b41d886640e28486e18828c029880dbd032c703012814149e43ffce9
397,398.pgm,calibration,5cda653f8c2e86ea70d224d2301d603da24382252a5d0dee364e5c77df1a18ce
398,399.pgm,holdout,9acd4c565167fc231dd18af0d9453aa0f357e463084cccea4463909f355b2828
399,400.pgm,fit,060a097eabe60da08e7e4c5c475b1c27ae0373caa85f0743c28445b341613966
400,401.pgm,fit,37786ad4b14fdea15fea7a2f3d09a988e36d20c009fad058c7562573a3d55e10
401,402.pgm,holdout,a3cd6e965235e8518d8e862281fad41cd4e47cf8889386e01226ad8a8c2ac7b3
402,403.pgm,holdout,cdd45260b17896f2ba39d042fcffbf8aea0090b9f7f800069b87aedee012aa93
403,404.pgm,fit,3d40a71c6307e3c2e25b1d2a72665ddbc6681f0c313b1359d906a5c2fe309857
404,405.pgm,holdout,cf397adeb3ab921d0f23dd0e36b46431e5724339ed9eee8a0643ac448ba54399
405,406.pgm,fit,0af09578ee13acf52455eaea5c0153ef172f059d1cd7ad2ccc7f95aad8bc5992
406,407.pgm,calibration,6943f2ef1f5fc806fc20b5bcb3c4f3128f8e88e0980f0bfd7a380bc7d352d473
407,408.pgm,calibration,76db06ab936f4a0fc03ae1ccced77db63940461a48faeab4dbbe0f6be19b72f0
408,409.pgm,fit,45a50bb753eab6f6b97bdc611b032b84213009471116d1b71f5bf286d99daa3d
409,410.pgm,fit,1eba4cdffb637ea0f2f0455b7a3522372e6bd56520ef03ed8ade14c7aa124a0d
410,411.pgm,holdout,e49d82d5a3f665ef14005829781f6648b54f2d0be520e6841433450961c0e1c9
411,412.pgm,calibration,7121275230b080224e2ca94f93bbdc2a167185693f1bb69dbb45452fa11e5cc6
412,413.pgm,holdout,8406142fed0f5e865c7f858b20fa126bf59a62345c26f1949344a191b7b3aef7
413,414.pgm,fit,0954c140fb7553206036fba52a9697a0dc56f26f18027568f0a3b84ffa3ee68e
414,415.pgm,holdout,dc4c5afc24618b9352b6491ecbc1d24083f8132add89f4a6b13cfe219f4aa756
415,416.pgm,holdout,97a734665611cfacc2c7f8f1021e1b58784a1dca16b200e3422b150829682d16
416,417.pgm,fit,058ca6258ead63f828471fb1fd1b0bbdb8dedc8e05c1f8970ca0d9ea4cd95a6a
417,418.pgm,holdout,f2a35f7d47987805306735ef46bf09aa27dac3252e0394d8d37506504e8c10bc
418,419.pgm,holdout,cbd965b4e7b8eb9cd2c10bd6761edf9ef28dd298e535ed40412acd1184bbeccd
419,420.pgm,calibration,79ece8f963de06f910a1190f6c927a942a4fccd8a85146831ca7ca383109eef8
420,421.pgm,fit,54c4fd7a1161b9980fa72262e8f257567cc840f977b2e34eb40a7df0002874db
421,422.pgm,holdout,ea49a4c6a783db62a19f11bb56863e04a687aa4f75aa1f4b168231f0e1507c6d
422,423.pgm,calibration,5c5a3690a6ce7b95f33fab34a823abbdf48c6016cd091d1bd93f207a521b6090
423,424.pgm,fit,1b4c882eb4616b64cf7954cd202ab4a67863f5c765b5dabd84aa03bf4f2f9d35
424,425.pgm,fit,0bf9db243f6e44d0e94b7e806f5da13f1e9d13218466d6ec37620969857bfa95
425,426.pgm,calibration,5df023da60fe9c10fc3c40cb7bb9555428d2c7971af6c0c1aceb0b37277cf513
426,427.pgm,holdout,cd2779128046f1c1c62b03621208405b2bfee02b6ce5cd64add184917ff524ab
427,428.pgm,fit,45f517890df3590b602f684c19c3d23ef5bc3d56a8535a5a23cbed1c5ed6452b
428,429.pgm,holdout,b2be8265938b049969ef7f3b8f5219cc7856b6e3315a7c244dee5c630414d0e4
429,430.pgm,holdout,cb2ca77896c22cfae920ca25a5c56a059e30c80b75db2fe56ff5e1a3762f5f81
430,431.pgm,holdout,b6128b931f5f365418e41daa4a1cf9fd8b47bb79209b449132cc5ed6df333482
431,432.pgm,fit,38fb5033c96692bb946c2b36ad4104afe93b7589a059f0fa7aeb4da27ba76890
432,433.pgm,calibration,80bee00135616937ba4914c7dfb2d80009b23b79becbc54458b5b52f51df01ea
433,434.pgm,calibration,7aeb28a46b35a32382e1c82466051efa506960143ac7a081a21a4bc1b123481b
434,435.pgm,calibration,5c7ecd32c79198d459664aedaea3eaf37ab3255bab8eb4ddfbe63b03fd1ddf29
435,436.pgm,holdout,ce92ad0ce86c582f079fbe6a6a5a1ce6aaa2e37f5f5261fcad2d97388e4186f6
436,437.pgm,fit,59e96c92dc4d7088542b81433fbae8fbc0b6dcf593747f90920797d86253b26f
437,438.pgm,calibration,754a87b2bcc4b64c4228c7c37f701dbc8db231f3ea54d7222dd0b1d06cc364d0
438,439.pgm,fit,5058cff790541725cee2357b5fb2e31aa395e7a4147766e0e9d65e6fce3471ca
439,440.pgm,fit,461d8f7444da92859c30f03f50d25eb33f042a0ee55bfb677796224e333774d2
440,441.pgm,holdout,c0ffc59f8d7abb04be5444ce88f4e9e57ecb595669f44b24284e396a98628659
441,442.pgm,fit,20711c8f11a5cfba769e456b1a581a7c5e33d4cf667426916e47c92d28b053c1
442,443.pgm,calibration,66acaa31b9210e52d47ff55f568cac0f85c5761ca28510a0c9b08bebf52dd185
443,444.pgm,calibration,657aef195b6dc229e323937913d3ae5ab4266703f48b34c1beb4d7e575002b82
444,445.pgm,holdout,a2bd9d12a5dfe50b736a288bcf2011c8e74d3830ba639bb0dc321c1da59f08d1
445,446.pgm,fit,4501dd4e9e6a65fb0cd493e23a6370aad15524bdbabfdb4c56c28d8392f4ad50
446,447.pgm,holdout,a2ab391c43e2f877341da9ee066c02fed39411d50c1011ead5d0b864a582953f
447,448.pgm,calibration,693e748db788e6699b266255d2d18d8bde556434eeb23ff0898aefe1ade52050
448,449.pgm,holdout,c4b8a213812886918c5c0f3df554b556eb9f6bf5266ce9ee8f18f9183303a39a
449,450.pgm,calibration,6bb435d6081d9b57f74b32be3c93896f246f8617cf7032fe9b04893b02f16b2e
450,451.pgm,holdout,c3c053dac0004d9ce5c9475c5ed2b5d13620a3aed486288f7c2f58c69a055084
451,452.pgm,fit,0f75554c413511f4c6c63772d5ec1b37d9e2ab3eb73fe5458e722c857520cd4f
452,453.pgm,fit,2f47177e0628bfcca0862aff5fd28f1d18b780e59100a552b8039dd29404b4e7
453,454.pgm,fit,2ff590c5f5f6c792a990c82636490734ff07f81edf88fc7b17ffa0420bc03ecf
454,455.pgm,calibration,7a6358cd6856d8b010220c3491229347b785142d15be64d5fb33ca34232c7fac
455,456.pgm,fit,1619d8395f8c4434f1f79578a1090a927b1067fba6ef1defbd8d4ab9b631f7c6
456,457.pgm,holdout,a91a58350971bf7c4bd0c0df8b388cb8fe8e64a11527597dfa303dcf4d5e2833
457,458.pgm,holdout,ea931094b79e04399d7dcab57e5610d08b16a4b48b55c2e38ea9e56941eb405f
458,459.pgm,holdout,8a34c8fbe7ccb08caecf3c6cd5e7c750b0fc45a7b141425325ab80f88fc02fed
459,460.pgm,fit,4ddabe102c9773821cfebda120d11a2c7738d70b9435056e6335bc088aabdea4
460,461.pgm,holdout,9e6c4a9f398f845b2e905a88faa5c52edf3fb2bee02ad320eef7925722fa2a16
461,462.pgm,calibration,8088b1770c279864343acf0bc5f65d440fceee56b7b3dde1344a61074704c899
462,463.pgm,holdout,c5402b3ede493be51598526bc56e750aa65e958e1a7b3834173fdc160cacbe6a
463,464.pgm,holdout,ab4f24583e492645c3b0926c9adda57f346f7d65424d02f59c32a7551d6d2376
464,465.pgm,holdout,c22d710d7ab3110b32ce75e184d2a44a9a104cfb231a5e2ad9707f1fbdc2cc64
465,466.pgm,fit,28004dd265a01caf68fc2cf7cba2532cc8e3fed34377036301b2c8ed53137ecd
466,467.pgm,calibration,7da4eb7b9ff8a207cfcc1f0e2c8540cc4fbd3d9b8eb5fd22fd71a77d9598d603
467,468.pgm,holdout,a23912fbffbea44a24fe86c6430e593b1e8cdaf548216a4c697c77b77642d22c
468,469.pgm,holdout,a69f225d0bd0295331209b686e7ecedb903e51fbe377cbf1046bd4a535ab34ec
469,470.pgm,fit,193182e48cc5c549440e1545de45848d1d595cc0872aeb739925b11fc79406be
470,471.pgm,calibration,75f7fbbbe38862c13c8b94d90fbb6001b0dd873775d041fa5eb595f9e4fa678b
471,472.pgm,fit,0d78ff22321420efabf3ae2b2b166097e67ca32c6d09909c798dc076e864e4db
472,473.pgm,holdout,c7b4976b26d907b64cf910d9064f04eba1bf5ac77e5e4d5435e6c8bf10352b93
473,474.pgm,fit,4fb238b6e844ee5ae5b791ed12542b530917709fef0ece0ba692196c52a692ac
474,475.pgm,fit,4d348d69cef76d42f1f71973442e498cdaba8de47219d1d567d51d4e4dd789b2
475,476.pgm,holdout,c7e9d27d114f189f8aacf40357ba92b6af195297a392f7d9f2824c1e38492567
476,477.pgm,holdout,f6cc149eea731d60dede20f53667a57d691f5b1cc08a09c95a02ba6646711b9b
477,478.pgm,calibration,6d107218ca192b80c28eeed5ad8f2b798b42a17ebfc629ec3fe484ea9d8c8971
478,479.pgm,holdout,c4943f7ea9c3622f8caece91126d14f2ca37ceabe7929046968313f877c94691
479,480.pgm,holdout,e4a59702948995c3be4ec2900fe37fb17ccf6ead46c293ea043090b4ae087d15
480,481.pgm,fit,42f18179f8e492c835e8e1e44c9404d9a7199bcd05db05e901dbae69bc2f5564
481,482.pgm,holdout,ccddfd5cea2f503278605dc1827188dc41dda81274b6cf21198d8995747b86a6
482,483.pgm,holdout,8f0cd57d4f9be2e30a30652c108d5b9fd11c043e9034d413dc3895af88a36aff
483,484.pgm,holdout,838fb36fbb642d6ef41da7a2c5e825ec2ebb4bc6c8358c86c842577b649cf263
484,485.pgm,calibration,6c4878183c4e014c9227699198086a67dbb51f7674ca9653f9dc4c65ce2eb3aa
485,486.pgm,holdout,cd2419b89a6d4b39993dbded0a65f3c993df028a3b43c309b7fe20ced48a5020
486,487.pgm,fit,0ca6252528645f449e82929085ce8e6978170d0b1d4f9721a3d495ad5dd9ed3b
487,488.pgm,holdout,b8283003c82ed4c68f6352cd0ad3194a1a786914211af279dcd892d796404252
488,489.pgm,fit,2fe297842d3c085ef1066c9506f4f92a95e1bc0947755ee8604a8f110dcde6d7
489,490.pgm,holdout,c42da3cc41f34c8d750e0af52d07fcf1337e3f3f14187fc6741dbed4aede3785
490,491.pgm,holdout,b9e730417c5b9d27b8f2f8b4cbea8f5131b6b3f8aa0091551ae7f002588b2a55
491,492.pgm,holdout,c513f9f7da7798e79e34e6a912fa127fbdb04ac4c697c437c2bdb7470ad37bf6
492,493.pgm,holdout,d8f5dfcac98519703218b205c97c47863c948659872a7b34611d2745cf25ece7
493,494.pgm,holdout,cbbb21f7b100620e6b6710ceb5ec5d0350b7757276d918cbbdef3d9eb3f5d690
494,495.pgm,holdout,810b45fa325d2d5a381c7541512bd319bc89ba2a68beb4b3eef76888eb7a1041
495,496.pgm,calibration,692168bb5b4d0b0f940466fee135989c15ce430d591f9951e0d1ff77554d042b
496,497.pgm,fit,368474e4e7e0a891ec944d0506377ec397d55c4ca70d75c8415060acd844b8ce
497,498.pgm,fit,53de3dbb0b12fab09f21f2b25ee8b396bdea634bdbc491f3c2e90b4a4898141c
498,499.pgm,fit,23919ed0ca8f57ffff5855b7a6bd289fa22afbf02f23704f383c89c1c4d8fdbc
499,500.pgm,holdout,9d90e7a9600d889a81616dc199b717123af43d6ac5b3abe1a599290f976685d5
500,501.pgm,holdout,c34923d61ef00d0244d9d5075877dc3cebac320fcb62f3a337cf98f28e19df0f
501,502.pgm,fit,390b0db7bebf25501a3e38e1ce157dffac800bed90e57be9ed92adc4d2d0fca7
502,503.pgm,fit,110facc2831413098fd342f384199926b6cb30fbe686ee004ed672cde7f3f944
503,504.pgm,holdout,b39e47bb9f050583666677993fe5e0d7114cfcc93716b746dcd6860d0ad633ba
504,505.pgm,holdout,98f032a527d3e4a4e0702187a5e8fc2edee94c1ebbc1cb1588f5a1a8fd7dc319
505,506.pgm,holdout,97e2a9582ef560b215f643f8db263207c59ef641846066cb2e9152396a6dd6b4
506,507.pgm,holdout,e9a81b74057b031f4555a4f75ce449c2aa5afa228732070fc3ed6b89934b9269
507,508.pgm,holdout,b92b79c24c2990ea145f6cf742200cd8771616bbac265a0755903f8dc8660186
